country,year,sex,age,suicides_no,population,suicides_100k, gdp_per_year,gdp_per_capita,generation
El Salvador,2012,female,25-34 years,26.0,492068,5.28,"21,38,61,53,000",3806.0,Millenials
El Salvador,2012,female,35-54 years,19.0,736698,2.58,"21,38,61,53,000",3806.0,Generation X
El Salvador,2012,female,75+ years,2.0,105481,1.9,"21,38,61,53,000",3806.0,Silent
El Salvador,2012,male,5-14 years,11.0,650570,1.69,"21,38,61,53,000",3806.0,Generation Z
El Salvador,2012,female,5-14 years,9.0,626538,1.44,"21,38,61,53,000",3806.0,Generation Z
El Salvador,2012,female,55-74 years,4.0,389103,1.03,"21,38,61,53,000",3806.0,Boomers
El Salvador,2013,male,25-34 years,95.0,409974,23.17,"21,97,74,01,900",3885.0,Millenials
El Salvador,2013,male,35-54 years,129.0,579811,22.25,"21,97,74,01,900",3885.0,Generation X
El Salvador,2013,male,75+ years,18.0,84746,21.24,"21,97,74,01,900",3885.0,Silent
El Salvador,2013,male,55-74 years,59.0,304397,19.38,"21,97,74,01,900",3885.0,Boomers
El Salvador,2013,male,15-24 years,79.0,628312,12.57,"21,97,74,01,900",3885.0,Millenials
El Salvador,2013,female,15-24 years,43.0,648028,6.64,"21,97,74,01,900",3885.0,Millenials
El Salvador,2013,female,25-34 years,22.0,496109,4.43,"21,97,74,01,900",3885.0,Millenials
El Salvador,2013,female,35-54 years,19.0,748153,2.54,"21,97,74,01,900",3885.0,Generation X
El Salvador,2013,female,55-74 years,7.0,398116,1.76,"21,97,74,01,900",3885.0,Boomers
El Salvador,2013,female,5-14 years,7.0,612761,1.14,"21,97,74,01,900",3885.0,Generation Z
El Salvador,2013,male,5-14 years,6.0,636699,0.94,"21,97,74,01,900",3885.0,Generation Z
El Salvador,2013,female,75+ years,0.0,110144,0.0,"21,97,74,01,900",3885.0,Silent
El Salvador,2014,male,75+ years,19.0,87989,21.59,"22,58,58,41,200",3965.0,Silent
El Salvador,2014,male,25-34 years,77.0,415163,18.55,"22,58,58,41,200",3965.0,Millenials
El Salvador,2014,male,35-54 years,85.0,586412,14.49,"22,58,58,41,200",3965.0,Generation X
El Salvador,2014,male,55-74 years,44.0,308802,14.25,"22,58,58,41,200",3965.0,Boomers
El Salvador,2014,male,15-24 years,51.0,635499,8.03,"22,58,58,41,200",3965.0,Millenials
El Salvador,2014,female,75+ years,9.0,114804,7.84,"22,58,58,41,200",3965.0,Silent
El Salvador,2014,female,15-24 years,33.0,653215,5.05,"22,58,58,41,200",3965.0,Millenials
El Salvador,2014,female,25-34 years,24.0,501438,4.79,"22,58,58,41,200",3965.0,Millenials
El Salvador,2014,female,35-54 years,27.0,758979,3.56,"22,58,58,41,200",3965.0,Generation X
El Salvador,2014,female,55-74 years,11.0,407576,2.7,"22,58,58,41,200",3965.0,Boomers
El Salvador,2014,female,5-14 years,4.0,601023,0.67,"22,58,58,41,200",3965.0,Generation Z
El Salvador,2014,male,5-14 years,2.0,625429,0.32,"22,58,58,41,200",3965.0,Generation Z
Guatemala,1986,male,25-34 years,46.0,522775,8.8,"7,23,19,63,516",1044.0,Boomers
Guatemala,1986,male,75+ years,3.0,36473,8.23,"7,23,19,63,516",1044.0,G.I. Generation
Guatemala,1986,male,15-24 years,65.0,804664,8.08,"7,23,19,63,516",1044.0,Generation X
Guatemala,1986,male,55-74 years,19.0,278407,6.82,"7,23,19,63,516",1044.0,G.I. Generation
Guatemala,1986,male,35-54 years,32.0,577043,5.55,"7,23,19,63,516",1044.0,Silent
Guatemala,1986,female,15-24 years,17.0,807507,2.11,"7,23,19,63,516",1044.0,Generation X
Guatemala,1986,female,35-54 years,9.0,608676,1.48,"7,23,19,63,516",1044.0,Silent
Guatemala,1986,female,25-34 years,8.0,554851,1.44,"7,23,19,63,516",1044.0,Boomers
Guatemala,1986,female,5-14 years,2.0,1184961,0.17,"7,23,19,63,516",1044.0,Generation X
Guatemala,1986,male,5-14 years,2.0,1221857,0.16,"7,23,19,63,516",1044.0,Generation X
Guatemala,1986,female,55-74 years,0.0,284393,0.0,"7,23,19,63,516",1044.0,G.I. Generation
Guatemala,1986,female,75+ years,0.0,42581,0.0,"7,23,19,63,516",1044.0,G.I. Generation
Guatemala,1987,male,75+ years,5.0,38144,13.11,"7,08,43,99,840",997.0,G.I. Generation
Guatemala,1987,male,25-34 years,63.0,531366,11.86,"7,08,43,99,840",997.0,Boomers
Guatemala,1987,male,35-54 years,49.0,588914,8.32,"7,08,43,99,840",997.0,Silent
Guatemala,1987,male,55-74 years,16.0,286727,5.58,"7,08,43,99,840",997.0,G.I. Generation
Guatemala,1987,male,15-24 years,45.0,826321,5.45,"7,08,43,99,840",997.0,Generation X
Guatemala,1987,female,75+ years,2.0,44390,4.51,"7,08,43,99,840",997.0,G.I. Generation
Guatemala,1987,female,25-34 years,16.0,567102,2.82,"7,08,43,99,840",997.0,Boomers
Guatemala,1987,female,15-24 years,21.0,831270,2.53,"7,08,43,99,840",997.0,Generation X
Guatemala,1987,female,35-54 years,13.0,625628,2.08,"7,08,43,99,840",997.0,Silent
Guatemala,1987,female,55-74 years,3.0,293688,1.02,"7,08,43,99,840",997.0,G.I. Generation
Guatemala,1987,male,5-14 years,6.0,1256693,0.48,"7,08,43,99,840",997.0,Generation X
Guatemala,1987,female,5-14 years,2.0,1218497,0.16,"7,08,43,99,840",997.0,Generation X
Guatemala,1988,male,75+ years,8.0,39641,20.18,"7,84,16,02,824",1074.0,G.I. Generation
Guatemala,1988,male,35-54 years,43.0,602425,7.14,"7,84,16,02,824",1074.0,Silent
Guatemala,1988,male,25-34 years,38.0,539024,7.05,"7,84,16,02,824",1074.0,Boomers
Guatemala,1988,male,15-24 years,41.0,850454,4.82,"7,84,16,02,824",1074.0,Generation X
Guatemala,1988,male,55-74 years,10.0,295096,3.39,"7,84,16,02,824",1074.0,G.I. Generation
Guatemala,1988,female,15-24 years,14.0,857407,1.63,"7,84,16,02,824",1074.0,Generation X
Guatemala,1988,female,25-34 years,8.0,578654,1.38,"7,84,16,02,824",1074.0,Boomers
Guatemala,1988,female,35-54 years,6.0,644602,0.93,"7,84,16,02,824",1074.0,Silent
Guatemala,1988,female,55-74 years,1.0,303222,0.33,"7,84,16,02,824",1074.0,G.I. Generation
Guatemala,1988,male,5-14 years,3.0,1291517,0.23,"7,84,16,02,824",1074.0,Generation X
Guatemala,1988,female,5-14 years,2.0,1251951,0.16,"7,84,16,02,824",1074.0,Generation X
Guatemala,1988,female,75+ years,0.0,46083,0.0,"7,84,16,02,824",1074.0,G.I. Generation
Guatemala,1989,male,75+ years,4.0,40886,9.78,"8,41,07,24,361",1122.0,G.I. Generation
Guatemala,1989,male,25-34 years,36.0,546765,6.58,"8,41,07,24,361",1122.0,Boomers
Guatemala,1989,male,55-74 years,18.0,303352,5.93,"8,41,07,24,361",1122.0,G.I. Generation
Guatemala,1989,male,35-54 years,31.0,616089,5.03,"8,41,07,24,361",1122.0,Silent
Guatemala,1989,male,15-24 years,31.0,876831,3.54,"8,41,07,24,361",1122.0,Generation X
Guatemala,1989,female,25-34 years,12.0,590425,2.03,"8,41,07,24,361",1122.0,Boomers
Guatemala,1989,female,35-54 years,8.0,664347,1.2,"8,41,07,24,361",1122.0,Silent
Guatemala,1989,female,15-24 years,6.0,885511,0.68,"8,41,07,24,361",1122.0,Generation X
Guatemala,1989,female,5-14 years,4.0,1283852,0.31,"8,41,07,24,361",1122.0,Generation X
Guatemala,1989,male,5-14 years,2.0,1324615,0.15,"8,41,07,24,361",1122.0,Generation X
Guatemala,1989,female,55-74 years,0.0,312844,0.0,"8,41,07,24,361",1122.0,G.I. Generation
Guatemala,1989,female,75+ years,0.0,47591,0.0,"8,41,07,24,361",1122.0,G.I. Generation
Guatemala,1990,male,75+ years,4.0,41850,9.56,"7,65,01,25,217",996.0,G.I. Generation
Guatemala,1990,male,25-34 years,45.0,555151,8.11,"7,65,01,25,217",996.0,Boomers
Guatemala,1990,male,35-54 years,37.0,628848,5.88,"7,65,01,25,217",996.0,Silent
Guatemala,1990,male,15-24 years,34.0,905373,3.76,"7,65,01,25,217",996.0,Generation X
Guatemala,1990,male,55-74 years,9.0,311351,2.89,"7,65,01,25,217",996.0,G.I. Generation
Guatemala,1990,female,35-54 years,8.0,684099,1.17,"7,65,01,25,217",996.0,Silent
Guatemala,1990,female,15-24 years,10.0,915256,1.09,"7,65,01,25,217",996.0,Generation X
Guatemala,1990,female,25-34 years,6.0,603010,1.0,"7,65,01,25,217",996.0,Boomers
Guatemala,1990,female,55-74 years,1.0,322429,0.31,"7,65,01,25,217",996.0,G.I. Generation
Guatemala,1990,female,5-14 years,2.0,1312953,0.15,"7,65,01,25,217",996.0,Generation X
Guatemala,1990,male,5-14 years,2.0,1354763,0.15,"7,65,01,25,217",996.0,Generation X
Guatemala,1990,female,75+ years,0.0,48909,0.0,"7,65,01,25,217",996.0,G.I. Generation
Guatemala,1991,male,75+ years,4.0,44056,9.08,"9,40,60,97,735",1194.0,G.I. Generation
Guatemala,1991,male,35-54 years,45.0,642940,7.0,"9,40,60,97,735",1194.0,Boomers
Guatemala,1991,male,25-34 years,36.0,566970,6.35,"9,40,60,97,735",1194.0,Boomers
Guatemala,1991,male,55-74 years,11.0,318299,3.46,"9,40,60,97,735",1194.0,Silent
Guatemala,1991,male,15-24 years,24.0,931649,2.58,"9,40,60,97,735",1194.0,Generation X
Guatemala,1991,female,15-24 years,15.0,943849,1.59,"9,40,60,97,735",1194.0,Generation X
Guatemala,1991,female,55-74 years,4.0,331253,1.21,"9,40,60,97,735",1194.0,Silent
Guatemala,1991,female,35-54 years,7.0,705012,0.99,"9,40,60,97,735",1194.0,Boomers
Guatemala,1991,female,25-34 years,6.0,618151,0.97,"9,40,60,97,735",1194.0,Boomers
Guatemala,1991,male,5-14 years,4.0,1384596,0.29,"9,40,60,97,735",1194.0,Millenials
Guatemala,1991,female,5-14 years,0.0,1342485,0.0,"9,40,60,97,735",1194.0,Millenials
Guatemala,1991,female,75+ years,0.0,51405,0.0,"9,40,60,97,735",1194.0,G.I. Generation
Guatemala,1992,male,75+ years,5.0,45943,10.88,"10,44,08,42,165",1294.0,G.I. Generation
Guatemala,1992,male,35-54 years,52.0,656247,7.92,"10,44,08,42,165",1294.0,Boomers
Guatemala,1992,male,15-24 years,43.0,958307,4.49,"10,44,08,42,165",1294.0,Generation X
Guatemala,1992,male,55-74 years,13.0,324698,4.0,"10,44,08,42,165",1294.0,Silent
Guatemala,1992,male,25-34 years,22.0,578709,3.8,"10,44,08,42,165",1294.0,Boomers
Guatemala,1992,female,35-54 years,14.0,725674,1.93,"10,44,08,42,165",1294.0,Boomers
Guatemala,1992,female,75+ years,1.0,53676,1.86,"10,44,08,42,165",1294.0,G.I. Generation
Guatemala,1992,female,25-34 years,8.0,633652,1.26,"10,44,08,42,165",1294.0,Boomers
Guatemala,1992,female,15-24 years,12.0,973024,1.23,"10,44,08,42,165",1294.0,Generation X
Guatemala,1992,female,55-74 years,3.0,339788,0.88,"10,44,08,42,165",1294.0,Silent
Guatemala,1992,female,5-14 years,0.0,1368743,0.0,"10,44,08,42,165",1294.0,Millenials
Guatemala,1992,male,5-14 years,0.0,1411211,0.0,"10,44,08,42,165",1294.0,Millenials
Guatemala,1993,male,25-34 years,40.0,590858,6.77,"11,39,99,42,453",1381.0,Boomers
Guatemala,1993,male,75+ years,3.0,47600,6.3,"11,39,99,42,453",1381.0,G.I. Generation
Guatemala,1993,male,35-54 years,41.0,669216,6.13,"11,39,99,42,453",1381.0,Boomers
Guatemala,1993,male,55-74 years,14.0,330703,4.23,"11,39,99,42,453",1381.0,Silent
Guatemala,1993,male,15-24 years,32.0,986185,3.24,"11,39,99,42,453",1381.0,Generation X
Guatemala,1993,female,55-74 years,4.0,348142,1.15,"11,39,99,42,453",1381.0,Silent
Guatemala,1993,female,15-24 years,10.0,1003449,1.0,"11,39,99,42,453",1381.0,Generation X
Guatemala,1993,female,35-54 years,7.0,746296,0.94,"11,39,99,42,453",1381.0,Boomers
Guatemala,1993,female,25-34 years,5.0,649869,0.77,"11,39,99,42,453",1381.0,Boomers
Guatemala,1993,male,5-14 years,5.0,1434745,0.35,"11,39,99,42,453",1381.0,Millenials
Guatemala,1993,female,5-14 years,4.0,1392070,0.29,"11,39,99,42,453",1381.0,Millenials
Guatemala,1993,female,75+ years,0.0,55825,0.0,"11,39,99,42,453",1381.0,G.I. Generation
Guatemala,1994,male,75+ years,3.0,49144,6.1,"12,98,32,35,568",1538.0,G.I. Generation
Guatemala,1994,male,25-34 years,30.0,603841,4.97,"12,98,32,35,568",1538.0,Boomers
Guatemala,1994,male,35-54 years,32.0,682516,4.69,"12,98,32,35,568",1538.0,Boomers
Guatemala,1994,male,15-24 years,42.0,1016187,4.13,"12,98,32,35,568",1538.0,Generation X
Guatemala,1994,male,55-74 years,10.0,336518,2.97,"12,98,32,35,568",1538.0,Silent
Guatemala,1994,female,15-24 years,11.0,1035674,1.06,"12,98,32,35,568",1538.0,Generation X
Guatemala,1994,female,55-74 years,3.0,356534,0.84,"12,98,32,35,568",1538.0,Silent
Guatemala,1994,female,25-34 years,4.0,667227,0.6,"12,98,32,35,568",1538.0,Boomers
Guatemala,1994,male,5-14 years,5.0,1456798,0.34,"12,98,32,35,568",1538.0,Millenials
Guatemala,1994,female,35-54 years,1.0,767533,0.13,"12,98,32,35,568",1538.0,Boomers
Guatemala,1994,female,5-14 years,1.0,1413928,0.07,"12,98,32,35,568",1538.0,Millenials
Guatemala,1994,female,75+ years,0.0,58014,0.0,"12,98,32,35,568",1538.0,G.I. Generation
Guatemala,1995,male,25-34 years,43.0,617700,6.96,"14,65,54,04,433",1696.0,Generation X
Guatemala,1995,male,35-54 years,47.0,696270,6.75,"14,65,54,04,433",1696.0,Boomers
Guatemala,1995,male,15-24 years,56.0,1048793,5.34,"14,65,54,04,433",1696.0,Generation X
Guatemala,1995,male,75+ years,2.0,50656,3.95,"14,65,54,04,433",1696.0,G.I. Generation
Guatemala,1995,male,55-74 years,13.0,342226,3.8,"14,65,54,04,433",1696.0,Silent
Guatemala,1995,female,15-24 years,18.0,1069684,1.68,"14,65,54,04,433",1696.0,Generation X
Guatemala,1995,female,75+ years,1.0,60348,1.66,"14,65,54,04,433",1696.0,G.I. Generation
Guatemala,1995,female,35-54 years,13.0,789773,1.65,"14,65,54,04,433",1696.0,Boomers
Guatemala,1995,female,25-34 years,9.0,685827,1.31,"14,65,54,04,433",1696.0,Generation X
Guatemala,1995,female,55-74 years,2.0,365062,0.55,"14,65,54,04,433",1696.0,Silent
Guatemala,1995,female,5-14 years,4.0,1435874,0.28,"14,65,54,04,433",1696.0,Millenials
Guatemala,1995,male,5-14 years,3.0,1479299,0.2,"14,65,54,04,433",1696.0,Millenials
Guatemala,1996,male,75+ years,4.0,53865,7.43,"15,67,48,35,615",1775.0,G.I. Generation
Guatemala,1996,male,25-34 years,41.0,634452,6.46,"15,67,48,35,615",1775.0,Generation X
Guatemala,1996,male,35-54 years,35.0,711024,4.92,"15,67,48,35,615",1775.0,Boomers
Guatemala,1996,male,55-74 years,17.0,346994,4.9,"15,67,48,35,615",1775.0,Silent
Guatemala,1996,male,15-24 years,25.0,1075948,2.32,"15,67,48,35,615",1775.0,Generation X
Guatemala,1996,female,15-24 years,17.0,1098841,1.55,"15,67,48,35,615",1775.0,Generation X
Guatemala,1996,female,25-34 years,7.0,706026,0.99,"15,67,48,35,615",1775.0,Generation X
Guatemala,1996,female,35-54 years,6.0,812204,0.74,"15,67,48,35,615",1775.0,Boomers
Guatemala,1996,female,55-74 years,2.0,372293,0.54,"15,67,48,35,615",1775.0,Silent
Guatemala,1996,male,5-14 years,2.0,1499270,0.13,"15,67,48,35,615",1775.0,Millenials
Guatemala,1996,female,5-14 years,1.0,1457269,0.07,"15,67,48,35,615",1775.0,Millenials
Guatemala,1996,female,75+ years,0.0,64140,0.0,"15,67,48,35,615",1775.0,G.I. Generation
Guatemala,1997,male,35-54 years,40.0,727096,5.5,"17,79,00,26,222",1967.0,Boomers
Guatemala,1997,male,25-34 years,29.0,652379,4.45,"17,79,00,26,222",1967.0,Generation X
Guatemala,1997,male,15-24 years,48.0,1105530,4.34,"17,79,00,26,222",1967.0,Generation X
Guatemala,1997,male,55-74 years,13.0,352178,3.69,"17,79,00,26,222",1967.0,Silent
Guatemala,1997,male,75+ years,2.0,57054,3.51,"17,79,00,26,222",1967.0,G.I. Generation
Guatemala,1997,female,15-24 years,22.0,1130115,1.95,"17,79,00,26,222",1967.0,Generation X
Guatemala,1997,female,35-54 years,11.0,836324,1.32,"17,79,00,26,222",1967.0,Boomers
Guatemala,1997,female,25-34 years,6.0,728049,0.82,"17,79,00,26,222",1967.0,Generation X
Guatemala,1997,female,55-74 years,2.0,380152,0.53,"17,79,00,26,222",1967.0,Silent
Guatemala,1997,female,5-14 years,3.0,1483012,0.2,"17,79,00,26,222",1967.0,Millenials
Guatemala,1997,male,5-14 years,3.0,1524274,0.2,"17,79,00,26,222",1967.0,Millenials
Guatemala,1997,female,75+ years,0.0,68042,0.0,"17,79,00,26,222",1967.0,G.I. Generation
Guatemala,1998,male,75+ years,6.0,60230,9.96,"19,39,54,91,993",2091.0,G.I. Generation
Guatemala,1998,male,25-34 years,41.0,671525,6.11,"19,39,54,91,993",2091.0,Generation X
Guatemala,1998,male,35-54 years,36.0,744377,4.84,"19,39,54,91,993",2091.0,Boomers
Guatemala,1998,male,15-24 years,54.0,1136859,4.75,"19,39,54,91,993",2091.0,Generation X
Guatemala,1998,male,55-74 years,14.0,357635,3.91,"19,39,54,91,993",2091.0,Silent
Guatemala,1998,female,75+ years,2.0,72064,2.78,"19,39,54,91,993",2091.0,G.I. Generation
Guatemala,1998,female,15-24 years,24.0,1162699,2.06,"19,39,54,91,993",2091.0,Generation X
Guatemala,1998,female,35-54 years,10.0,861697,1.16,"19,39,54,91,993",2091.0,Boomers
Guatemala,1998,female,55-74 years,2.0,388431,0.51,"19,39,54,91,993",2091.0,Silent
Guatemala,1998,female,25-34 years,3.0,751641,0.4,"19,39,54,91,993",2091.0,Generation X
Guatemala,1998,male,5-14 years,5.0,1553770,0.32,"19,39,54,91,993",2091.0,Millenials
Guatemala,1998,female,5-14 years,4.0,1512601,0.26,"19,39,54,91,993",2091.0,Millenials
Guatemala,1999,male,75+ years,5.0,63409,7.89,"18,31,84,12,251",1926.0,G.I. Generation
Guatemala,1999,male,25-34 years,54.0,691691,7.81,"18,31,84,12,251",1926.0,Generation X
Guatemala,1999,male,35-54 years,55.0,762548,7.21,"18,31,84,12,251",1926.0,Boomers
Guatemala,1999,male,15-24 years,59.0,1168283,5.05,"18,31,84,12,251",1926.0,Generation X
Guatemala,1999,male,55-74 years,14.0,363067,3.86,"18,31,84,12,251",1926.0,Silent
Guatemala,1999,female,15-24 years,18.0,1194770,1.51,"18,31,84,12,251",1926.0,Generation X
Guatemala,1999,female,35-54 years,10.0,887894,1.13,"18,31,84,12,251",1926.0,Boomers
Guatemala,1999,female,25-34 years,7.0,776336,0.9,"18,31,84,12,251",1926.0,Generation X
Guatemala,1999,female,55-74 years,2.0,396778,0.5,"18,31,84,12,251",1926.0,Silent
Guatemala,1999,female,5-14 years,5.0,1544869,0.32,"18,31,84,12,251",1926.0,Millenials
Guatemala,1999,male,5-14 years,5.0,1586803,0.32,"18,31,84,12,251",1926.0,Millenials
Guatemala,1999,female,75+ years,0.0,76218,0.0,"18,31,84,12,251",1926.0,G.I. Generation
Guatemala,2000,male,25-34 years,45.0,712716,6.31,"19,28,88,27,159",1977.0,Generation X
Guatemala,2000,male,55-74 years,21.0,368401,5.7,"19,28,88,27,159",1977.0,Silent
Guatemala,2000,male,75+ years,3.0,66627,4.5,"19,28,88,27,159",1977.0,G.I. Generation
Guatemala,2000,male,15-24 years,49.0,1199179,4.09,"19,28,88,27,159",1977.0,Generation X
Guatemala,2000,male,35-54 years,19.0,781304,2.43,"19,28,88,27,159",1977.0,Boomers
Guatemala,2000,female,15-24 years,20.0,1225314,1.63,"19,28,88,27,159",1977.0,Generation X
Guatemala,2000,female,25-34 years,8.0,801834,1.0,"19,28,88,27,159",1977.0,Generation X
Guatemala,2000,female,35-54 years,7.0,914858,0.77,"19,28,88,27,159",1977.0,Boomers
Guatemala,2000,female,55-74 years,2.0,405113,0.49,"19,28,88,27,159",1977.0,Silent
Guatemala,2000,male,5-14 years,5.0,1621778,0.31,"19,28,88,27,159",1977.0,Millenials
Guatemala,2000,female,5-14 years,3.0,1577920,0.19,"19,28,88,27,159",1977.0,Millenials
Guatemala,2000,female,75+ years,0.0,80541,0.0,"19,28,88,27,159",1977.0,G.I. Generation
Guatemala,2001,male,75+ years,5.0,71336,7.01,"18,70,28,02,395",1867.0,Silent
Guatemala,2001,male,35-54 years,39.0,802949,4.86,"18,70,28,02,395",1867.0,Boomers
Guatemala,2001,male,25-34 years,35.0,741173,4.72,"18,70,28,02,395",1867.0,Generation X
Guatemala,2001,male,55-74 years,17.0,372875,4.56,"18,70,28,02,395",1867.0,Silent
Guatemala,2001,male,15-24 years,52.0,1229384,4.23,"18,70,28,02,395",1867.0,Millenials
Guatemala,2001,female,15-24 years,30.0,1253297,2.39,"18,70,28,02,395",1867.0,Millenials
Guatemala,2001,female,25-34 years,9.0,831947,1.08,"18,70,28,02,395",1867.0,Generation X
Guatemala,2001,female,55-74 years,3.0,412890,0.73,"18,70,28,02,395",1867.0,Silent
Guatemala,2001,female,35-54 years,6.0,944723,0.64,"18,70,28,02,395",1867.0,Boomers
Guatemala,2001,female,5-14 years,4.0,1611925,0.25,"18,70,28,02,395",1867.0,Millenials
Guatemala,2001,male,5-14 years,2.0,1656505,0.12,"18,70,28,02,395",1867.0,Millenials
Guatemala,2001,female,75+ years,0.0,86093,0.0,"18,70,28,02,395",1867.0,Silent
Guatemala,2002,male,55-74 years,26.0,377333,6.89,"20,77,66,69,467",2022.0,Silent
Guatemala,2002,male,25-34 years,47.0,770700,6.1,"20,77,66,69,467",2022.0,Generation X
Guatemala,2002,male,35-54 years,50.0,826155,6.05,"20,77,66,69,467",2022.0,Boomers
Guatemala,2002,male,75+ years,4.0,76028,5.26,"20,77,66,69,467",2022.0,Silent
Guatemala,2002,male,15-24 years,60.0,1257598,4.77,"20,77,66,69,467",2022.0,Millenials
Guatemala,2002,female,75+ years,4.0,91705,4.36,"20,77,66,69,467",2022.0,Silent
Guatemala,2002,female,15-24 years,28.0,1278693,2.19,"20,77,66,69,467",2022.0,Millenials
Guatemala,2002,female,55-74 years,8.0,420750,1.9,"20,77,66,69,467",2022.0,Silent
Guatemala,2002,female,25-34 years,14.0,862814,1.62,"20,77,66,69,467",2022.0,Generation X
Guatemala,2002,female,35-54 years,9.0,975928,0.92,"20,77,66,69,467",2022.0,Boomers
Guatemala,2002,male,5-14 years,7.0,1692961,0.41,"20,77,66,69,467",2022.0,Millenials
Guatemala,2002,female,5-14 years,1.0,1646501,0.06,"20,77,66,69,467",2022.0,Millenials
Guatemala,2003,male,75+ years,8.0,80652,9.92,"21,91,77,06,491",2079.0,Silent
Guatemala,2003,male,25-34 years,51.0,801449,6.36,"21,91,77,06,491",2079.0,Generation X
Guatemala,2003,male,35-54 years,51.0,850642,6.0,"21,91,77,06,491",2079.0,Boomers
Guatemala,2003,male,15-24 years,67.0,1285345,5.21,"21,91,77,06,491",2079.0,Millenials
Guatemala,2003,male,55-74 years,17.0,382491,4.44,"21,91,77,06,491",2079.0,Silent
Guatemala,2003,female,15-24 years,24.0,1303216,1.84,"21,91,77,06,491",2079.0,Millenials
Guatemala,2003,female,35-54 years,11.0,1008123,1.09,"21,91,77,06,491",2079.0,Boomers
Guatemala,2003,female,55-74 years,4.0,429408,0.93,"21,91,77,06,491",2079.0,Silent
Guatemala,2003,female,25-34 years,7.0,894464,0.78,"21,91,77,06,491",2079.0,Generation X
Guatemala,2003,female,5-14 years,7.0,1680330,0.42,"21,91,77,06,491",2079.0,Millenials
Guatemala,2003,male,5-14 years,6.0,1729518,0.35,"21,91,77,06,491",2079.0,Millenials
Guatemala,2003,female,75+ years,0.0,97342,0.0,"21,91,77,06,491",2079.0,Silent
Guatemala,2004,male,25-34 years,48.0,833813,5.76,"23,96,52,75,996",2215.0,Generation X
Guatemala,2004,male,15-24 years,72.0,1314940,5.48,"23,96,52,75,996",2215.0,Millenials
Guatemala,2004,male,55-74 years,18.0,389441,4.62,"23,96,52,75,996",2215.0,Silent
Guatemala,2004,male,35-54 years,37.0,876065,4.22,"23,96,52,75,996",2215.0,Boomers
Guatemala,2004,male,75+ years,3.0,85192,3.52,"23,96,52,75,996",2215.0,Silent
Guatemala,2004,female,15-24 years,28.0,1329347,2.11,"23,96,52,75,996",2215.0,Millenials
Guatemala,2004,female,35-54 years,15.0,1041132,1.44,"23,96,52,75,996",2215.0,Boomers
Guatemala,2004,female,25-34 years,12.0,927173,1.29,"23,96,52,75,996",2215.0,Generation X
Guatemala,2004,female,55-74 years,3.0,439994,0.68,"23,96,52,75,996",2215.0,Silent
Guatemala,2004,female,5-14 years,8.0,1712578,0.47,"23,96,52,75,996",2215.0,Millenials
Guatemala,2004,male,5-14 years,6.0,1765148,0.34,"23,96,52,75,996",2215.0,Millenials
Guatemala,2004,female,75+ years,0.0,102985,0.0,"23,96,52,75,996",2215.0,Silent
Guatemala,2005,male,75+ years,8.0,89636,8.92,"27,21,13,77,225",2450.0,Silent
Guatemala,2005,male,25-34 years,42.0,867772,4.84,"27,21,13,77,225",2450.0,Generation X
Guatemala,2005,male,35-54 years,43.0,902079,4.77,"27,21,13,77,225",2450.0,Boomers
Guatemala,2005,male,15-24 years,61.0,1347811,4.53,"27,21,13,77,225",2450.0,Millenials
Guatemala,2005,male,55-74 years,17.0,398755,4.26,"27,21,13,77,225",2450.0,Silent
Guatemala,2005,female,15-24 years,40.0,1358448,2.94,"27,21,13,77,225",2450.0,Millenials
Guatemala,2005,female,25-34 years,11.0,960871,1.14,"27,21,13,77,225",2450.0,Generation X
Guatemala,2005,female,35-54 years,4.0,1074912,0.37,"27,21,13,77,225",2450.0,Boomers
Guatemala,2005,male,5-14 years,6.0,1799665,0.33,"27,21,13,77,225",2450.0,Millenials
Guatemala,2005,female,5-14 years,5.0,1743164,0.29,"27,21,13,77,225",2450.0,Millenials
Guatemala,2005,female,55-74 years,1.0,453146,0.22,"27,21,13,77,225",2450.0,Silent
Guatemala,2005,female,75+ years,0.0,108647,0.0,"27,21,13,77,225",2450.0,Silent
Guatemala,2006,male,75+ years,10.0,94659,10.56,"30,23,12,49,362",2653.0,Silent
Guatemala,2006,male,25-34 years,54.0,906782,5.96,"30,23,12,49,362",2653.0,Generation X
Guatemala,2006,male,35-54 years,55.0,928162,5.93,"30,23,12,49,362",2653.0,Boomers
Guatemala,2006,male,15-24 years,81.0,1382701,5.86,"30,23,12,49,362",2653.0,Millenials
Guatemala,2006,male,55-74 years,23.0,407941,5.64,"30,23,12,49,362",2653.0,Silent
Guatemala,2006,female,15-24 years,30.0,1388465,2.16,"30,23,12,49,362",2653.0,Millenials
Guatemala,2006,female,75+ years,2.0,114662,1.74,"30,23,12,49,362",2653.0,Silent
Guatemala,2006,female,25-34 years,17.0,997533,1.7,"30,23,12,49,362",2653.0,Generation X
Guatemala,2006,female,35-54 years,14.0,1108838,1.26,"30,23,12,49,362",2653.0,Boomers
Guatemala,2006,female,55-74 years,3.0,466943,0.64,"30,23,12,49,362",2653.0,Silent
Guatemala,2006,female,5-14 years,5.0,1770281,0.28,"30,23,12,49,362",2653.0,Millenials
Guatemala,2006,male,5-14 years,4.0,1830167,0.22,"30,23,12,49,362",2653.0,Millenials
Guatemala,2007,male,35-54 years,74.0,956182,7.74,"34,11,31,07,086",2914.0,Boomers
